Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Pch_Haswell,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15
2024-04-17_19:38:20,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,66.5,805.8,800.0,893.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.5,7.8,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-04-17_19:38:22,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,804.8,800.0,877.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.1,4.0,7.4,0.5,0.5,0.0,13.4,0.0,0.5,0.5,0.5,0.5,1.5,0.5,0.0,0.0,1.5
2024-04-17_19:38:24,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,800.5,800.0,808.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,0.0,5.4,0.0,0.5,0.0,0.5,0.0,1.5,0.5,0.0,1.0,0.5,0.5,1.9,1.5,0.0
2024-04-17_19:38:26,44.0,44.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,916.6,1356.9,908.6,800.0,800.0,800.0,800.0,800.0,2000.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.1,1.5,7.9,0.5,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.5
2024-04-17_19:38:28,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,803.8,800.0,860.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.3,2.0,7.8,0.0,1.5,0.5,4.4,1.5,7.8,0.5,2.0,2.5,1.5,1.0,2.0,1.5,0.5
2024-04-17_19:38:30,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,801.1,800.0,817.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,0.5,6.9,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
2024-04-17_19:38:32,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,806.3,800.0,1256.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,1.0,7.8,1.0,0.5,0.0,0.5,0.0,5.3,0.0,0.5,1.5,0.5,1.5,2.0,1.0,0.5
2024-04-17_19:38:34,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,823.3,800.0,1000.0,800.0,800.0,800.0,972.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,1.0,6.9,2.5,0.5,0.0,0.5,0.5,8.5,2.5,0.5,1.5,2.0,1.0,1.0,1.0,1.5
2024-04-17_19:38:36,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,811.4,800.0,1092.1,800.0,800.0,800.0,798.2,800.0,798.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.5,3.4,0.0,0.5,0.5,2.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
2024-04-17_19:38:38,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,825.1,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,802.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,1.5,2.5,0.0,2.0,0.0,3.4,0.0,4.4,2.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0
2024-04-17_19:38:40,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,825.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1210.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,1.0,5.0,1.5,0.5,1.0,1.0,0.0,12.7,0.5,0.0,1.0,0.0,1.5,0.5,1.0,0.0
2024-04-17_19:38:42,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,809.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,957.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,2.0,4.4,0.0,1.0,0.5,1.0,0.0,7.4,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0
2024-04-17_19:38:44,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,831.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1299.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.5,3.4,0.0,1.0,0.0,0.0,0.5,4.9,0.0,1.5,1.5,0.0,0.5,0.5,0.5,0.0
2024-04-17_19:38:46,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,822.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1151.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,0.5,5.4,1.5,0.5,0.0,3.5,0.0,7.5,1.0,0.0,0.5,0.5,0.5,0.0,1.5,1.5
2024-04-17_19:38:48,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,43.9,43.9,67.0,812.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1006.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.4,1.0,6.4,0.0,1.0,0.0,4.5,0.0,2.0,1.0,0.0,1.5,0.5,1.0,1.0,0.0,0.5
2024-04-17_19:38:50,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,849.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1591.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,0.0,4.4,0.0,0.5,0.5,0.5,0.5,3.4,0.5,0.0,1.0,0.5,0.5,1.5,0.0,0.0
2024-04-17_19:38:52,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,1108.4,800.0,800.0,800.0,800.0,2000.0,1700.0,1700.0,934.3,800.0,800.0,800.0,1700.0,1700.0,800.0,800.0,800.0,2.2,2.0,4.9,0.0,0.5,0.5,14.8,0.0,3.5,0.0,1.0,1.0,1.0,1.5,0.0,0.5,2.5
2024-04-17_19:38:54,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,841.6,800.0,800.0,800.0,800.0,798.1,800.0,800.0,1300.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.5,4.9,0.5,1.0,0.5,0.0,0.5,2.4,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0
2024-04-17_19:38:56,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,814.3,800.0,800.0,800.0,800.0,1029.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,0.0,4.4,0.0,1.0,4.4,1.0,0.5,0.0,0.0,0.0,2.0,0.0,1.5,0.5,0.0,0.5
2024-04-17_19:38:58,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,806.9,800.0,800.0,800.0,800.0,909.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.5,0.5,4.0,2.0,2.0,3.0,12.4,1.0,1.0,1.0,3.0,1.5,2.5,1.0,0.5,0.0,3.4
2024-04-17_19:39:00,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,801.8,800.0,800.0,800.0,800.0,829.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.0,4.9,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0
2024-04-17_19:39:02,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,800.3,800.0,800.0,800.0,800.0,804.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,2.0,4.9,0.0,1.0,4.9,1.0,1.5,4.9,0.5,0.5,2.0,0.5,1.5,2.5,0.0,1.0
2024-04-17_19:39:04,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,815.9,800.0,800.0,800.0,800.0,1053.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,0.5,3.9,1.0,1.0,3.0,1.5,0.5,8.5,1.0,1.5,1.5,0.0,1.0,1.0,1.5,0.0
2024-04-17_19:39:06,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,43.9,43.9,67.0,809.4,800.0,800.0,800.0,800.0,950.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.0,4.4,0.5,0.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2024-04-17_19:39:08,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,812.8,800.0,1000.0,800.0,800.0,805.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,2.5,5.9,0.5,2.4,2.9,0.5,1.0,4.5,0.5,0.0,1.0,1.0,1.0,1.5,0.0,0.5
2024-04-17_19:39:10,43.0,43.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,817.5,800.0,1000.0,800.0,800.0,879.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,0.0,4.0,0.0,1.0,3.0,4.0,0.0,5.0,0.5,1.5,0.5,0.0,0.5,2.0,1.5,0.0
2024-04-17_19:39:13,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,830.6,800.0,1000.0,800.0,800.0,1089.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,0.5,6.4,1.0,1.0,2.0,4.5,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.5,0.0,2.0
2024-04-17_19:39:15,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,827.5,800.0,1000.0,800.0,800.0,1040.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.5,4.9,0.0,0.0,2.9,1.5,0.0,0.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0
2024-04-17_19:39:17,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,799.8,800.0,800.0,800.0,800.0,798.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,0.0,3.4,0.5,2.4,3.0,8.5,0.0,1.5,0.5,0.5,0.0,0.0,0.0,2.0,0.5,1.0
2024-04-17_19:39:19,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,838.2,800.0,798.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,0.5,5.8,0.5,1.0,4.8,4.9,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4
2024-04-17_19:39:21,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,804.3,800.0,868.9,800.0,850.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.0,3.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,4.4,1.0,1.5,0.0,0.0,0.0
2024-04-17_19:39:23,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,807.8,800.0,924.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.5,3.0,3.9,0.0,1.5,0.5,14.7,0.5,2.9,1.0,0.5,4.9,2.0,1.5,1.5,0.0,0.5
2024-04-17_19:39:25,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,811.3,800.0,812.3,800.0,800.0,800.0,800.0,800.0,979.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.0,1.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,4.4,1.0,0.5,0.0,0.0,0.0
2024-04-17_19:39:27,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,802.0,800.0,832.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,1.0,2.9,1.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,4.4,0.0,2.5,0.0,0.0,0.0
2024-04-17_19:39:29,44.0,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,801.0,800.0,816.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.2,1.5,3.5,1.0,0.5,1.5,12.4,2.5,1.5,0.5,1.5,4.9,0.5,1.5,1.5,1.0,1.5
2024-04-17_19:39:31,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,809.4,800.0,950.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,0.0,4.4,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,4.4,0.5,0.0,0.5,0.0,1.5
2024-04-17_19:39:33,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.9,42.9,67.0,803.8,800.0,860.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,1.5,3.4,0.5,1.0,0.5,4.9,1.0,0.0,0.5,0.0,5.4,2.0,0.0,2.5,2.5,0.0
2024-04-17_19:39:35,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,814.5,800.0,1031.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,2.0,2.0,0.0,1.0,1.0,6.4,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
2024-04-17_19:39:37,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,806.4,800.0,902.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.5,3.4,1.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,4.9,0.5,0.0,0.0,1.0,0.0
2024-04-17_19:39:39,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,820.2,800.0,1023.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,899.6,800.0,800.0,1.8,0.5,2.9,1.0,2.0,0.0,5.4,3.0,0.0,0.0,2.9,4.4,0.0,4.9,1.0,1.0,0.0
2024-04-17_19:39:41,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,801.6,800.0,825.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,0.5,2.5,1.0,1.0,0.0,1.5,1.0,4.0,0.5,0.0,5.4,0.5,0.5,1.0,1.0,0.5
2024-04-17_19:39:43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,1074.8,800.0,1696.4,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,1700.0,1600.0,1.3,0.0,5.4,1.5,0.5,0.0,0.0,0.0,5.4,0.0,1.5,3.4,0.0,0.5,1.5,0.5,1.5
2024-04-17_19:39:45,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,964.3,800.0,1133.6,800.0,800.0,800.0,798.1,2000.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,3.4,1.5,0.0,0.0,0.5,3.5,2.0,0.0,0.0,0.0,0.0
2024-04-17_19:39:47,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.9,42.9,67.0,862.3,800.0,896.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.4,2.0,2.5,1.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,4.4,1.0,2.0,5.4,1.0,0.5
2024-04-17_19:39:49,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.9,43.9,67.0,805.5,800.0,888.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.1,1.0,2.0,0.5,0.5,0.0,0.0,0.0,5.4,2.0,0.0,3.9,0.0,0.5,0.5,1.0,0.5
2024-04-17_19:39:51,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,870.2,800.0,1200.0,1124.8,800.0,800.0,800.0,800.0,800.0,800.0,946.9,1100.0,900.0,800.0,822.0,969.9,800.0,1.3,0.5,2.9,1.0,0.5,0.5,1.0,0.0,5.4,1.0,1.0,4.4,1.0,0.5,1.0,0.0,0.0
2024-04-17_19:39:53,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,807.2,800.0,800.0,914.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,1.0,0.5,3.9,1.0,0.0,1.0,0.0,8.4,3.0,1.0,5.9,0.0,1.5,0.5,1.5,0.5
2024-04-17_19:39:55,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,862.1,800.0,800.0,1296.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,800.0,800.0,0.7,0.5,0.0,2.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,4.4,0.5,1.0,0.5,0.5,0.5
2024-04-17_19:39:57,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,819.2,800.0,800.0,1300.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,845.8,800.0,800.0,798.1,1076.5,800.0,2.0,1.0,0.5,3.4,1.9,1.5,1.0,2.4,2.9,1.0,0.5,3.4,2.9,2.9,5.9,1.5,0.5
2024-04-17_19:39:59,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,849.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1591.0,800.0,1.4,0.5,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,1.0,3.5,0.5,0.0,6.4,4.4,2.0
2024-04-17_19:40:01,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,850.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1604.3,800.0,0.7,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,4.4,0.5,0.0,1.5,1.5,0.5
2024-04-17_19:40:03,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,890.1,800.0,800.0,1300.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,843.2,798.1,800.0,2.1,1.5,1.5,2.0,2.0,0.5,0.0,1.5,0.0,1.5,1.5,3.9,1.5,0.0,11.3,3.9,0.5
2024-04-17_19:40:06,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,834.2,800.0,800.0,800.0,800.0,798.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1278.7,800.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,4.4,0.0,0.5,2.5,3.4,0.5
2024-04-17_19:40:08,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,820.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1121.4,800.0,0.9,0.0,1.0,0.0,1.5,0.5,0.0,0.5,1.0,0.5,0.0,4.4,0.5,1.5,0.5,2.4,0.0
2024-04-17_19:40:10,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,807.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,827.0,800.0,800.0,800.0,800.0,800.0,800.0,900.1,800.0,2.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,11.9,2.0,0.0,4.4,1.0,2.5,0.5,3.0,1.5
2024-04-17_19:40:12,44.0,44.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,815.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1045.0,800.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,4.4,1.0,0.0,0.5,3.0,0.0
2024-04-17_19:40:14,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,901.9,2100.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1129.8,800.0,1.4,3.9,0.5,0.0,1.5,0.5,0.0,0.5,4.4,0.0,0.5,4.9,1.5,0.0,2.0,2.5,0.5
2024-04-17_19:40:16,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,42.9,42.9,67.0,997.5,1218.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,896.7,941.5,2000.0,1.5,1.5,1.0,0.0,0.5,1.0,0.5,0.5,3.9,0.0,0.0,3.9,1.0,1.5,1.5,2.9,5.4
2024-04-17_19:40:18,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.9,42.9,67.0,859.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1221.4,800.0,1.0,1.5,0.0,0.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,4.4,0.5,0.0,2.0,3.4,1.0
2024-04-17_19:40:20,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,818.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1101.4,800.0,1.2,0.5,0.5,0.0,1.0,0.0,0.0,3.5,0.5,0.0,1.0,4.5,0.0,0.0,4.5,1.5,1.0
2024-04-17_19:40:22,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,1110.8,2100.0,800.0,1700.0,800.0,800.0,800.0,2000.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,1907.3,800.0,1.5,1.5,1.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,4.9,0.5,1.0,9.4,2.5,1.0
2024-04-17_19:40:24,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,996.3,800.0,1228.8,800.0,800.0,800.0,800.0,2100.0,800.0,800.0,2100.0,800.0,800.0,800.0,811.8,900.0,800.0,1.4,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,2.9,4.9,1.0,2.0,3.9,2.5,0.5
2024-04-17_19:40:26,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,815.7,800.0,1051.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,1.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.4,0.0,0.5,2.0,0.0,0.5
2024-04-17_19:40:28,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,1098.1,800.0,1300.0,800.0,800.0,800.0,800.0,1070.0,800.0,800.0,800.0,800.0,800.0,800.0,1300.0,2100.0,800.0,2.1,1.0,2.5,1.0,3.4,1.0,1.0,2.5,2.5,1.0,0.5,4.4,1.0,3.4,8.9,1.0,0.5
2024-04-17_19:40:30,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,807.2,798.1,800.0,800.0,800.0,800.0,800.0,798.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,1.5,0.0,0.0,1.0,0.0,0.0,7.7,1.5,0.5,0.0,4.9,0.0,0.5,3.9,0.0,0.0
2024-04-17_19:40:32,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,809.1,800.0,800.0,800.0,800.0,800.0,800.0,945.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.0,0.5,0.0,0.5,1.0,0.5,3.4,0.0,0.0,0.0,4.9,0.0,1.5,0.5,1.5,1.0
2024-04-17_19:40:34,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,860.5,800.0,800.0,800.0,800.0,800.0,800.0,1233.9,800.0,1134.6,800.0,1000.0,800.0,800.0,800.0,800.0,800.0,2.0,1.5,0.5,1.0,2.0,0.0,0.0,3.4,1.5,0.5,1.5,5.0,1.0,1.0,8.8,4.0,1.0
2024-04-17_19:40:36,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.9,42.9,67.0,813.1,800.0,800.0,1045.7,800.0,800.0,800.0,829.8,800.0,800.0,800.0,979.7,800.0,800.0,800.0,800.0,800.0,1.1,0.0,0.0,0.5,0.5,0.5,0.5,4.4,0.0,1.5,0.5,3.4,0.0,0.5,3.0,0.5,2.0
